coefficient,mean,std. err.,std. dev.,2.5%,25%,50%,75%,97.5%,Rhat
delta_CT,0.22563226612830767,0.014067834672877949,0.3206001548320289,-0.2708626026840825,0.01012132451679786,0.16860636759559305,0.3991526929001365,0.9668619722561959,1.0062013553909823
delta_DC,-0.14798182972582793,0.005220335054581934,0.3301629784339665,-0.9147122612070345,-0.3107691388478393,-0.09553537840669177,0.041360639675661406,0.44355259549050635,1.0024137556055495
delta_FL,0.06962438311638224,0.0033932839726427025,0.21461012202590857,-0.3515367619400971,-0.058527413386956315,0.056141824622004774,0.1938973384195147,0.5307929827298875,1.0024048308725908
delta_GA,0.12457421383347052,0.004080041245870094,0.2580444656876112,-0.35085686719044085,-0.028643333233742102,0.09525881677182207,0.27299019603961067,0.6881709894990778,1.004737705201757
delta_IA,-0.02986399731700331,0.004511604173199486,0.2853389017686233,-0.6324250558444185,-0.1745232100060291,-0.013441773768513151,0.12377873547564612,0.5470193039908536,1.0000751489926893
delta_ID,0.04489086360651396,0.004560719826995895,0.2884452484639223,-0.5526096210082871,-0.11101665304857475,0.031075517567088706,0.20217890711726505,0.6642949570646652,0.9998690255249185
delta_IL,-0.10204179324638854,0.004435751087290249,0.28054153138811105,-0.7359242062095184,-0.24486208800662831,-0.06660058364592111,0.05934790411337911,0.4193840144940659,1.0014509815975672
delta_IN,0.1064061803348851,0.004348266207152839,0.2750085017468903,-0.4102924185645592,-0.05389955891827927,0.07757479494927531,0.26934149331900026,0.6940471154323745,1.0007645377671737
delta_KS,0.11704657742788137,0.004858683916358456,0.3072901521303951,-0.44017414111781167,-0.06540794773309654,0.07447384517148967,0.28311279141914875,0.8341788321345388,1.0023271606529878
delta_KY,0.1039531981603937,0.004573692996326939,0.28926574373506514,-0.43851817876413096,-0.059689642945879196,0.07210766150944116,0.2521619432348503,0.7532433164157797,1.0037897807959757
delta_LA,-0.05435242823821053,0.004511002199007837,0.28530082957785835,-0.7150607187140147,-0.20101578256621294,-0.03295281635339958,0.10916147674877077,0.48593261274714417,1.0028578270165267
delta_MA,0.09037815301408744,0.004404148923977966,0.27854283508700256,-0.44522510650425573,-0.06869697715504756,0.0611573095735227,0.24314019523198185,0.7047586116013573,1.0032719604731681
delta_MD,-0.01699140110060157,0.004287884540724352,0.2711896298502794,-0.6047480043499629,-0.16085697934188675,-0.005614635608535819,0.13340670227719578,0.52616395278729,0.9993113025939107
delta_ME,0.01459281841826758,0.004491170135722298,0.28404653976420025,-0.6012474119820475,-0.13505690347294164,0.011868314517995398,0.16113462437980464,0.6144903088465421,0.9997680006298232
delta_MI,-0.1400998274303129,0.004262753709917827,0.2696002165534605,-0.7642453713533213,-0.2846617451082596,-0.09764837197649112,0.026874082055796764,0.3198910960613286,1.0026832961291368
delta_MN,-0.06002489658409439,0.00456093677383745,0.2884589693869321,-0.7292446928036009,-0.210000244745704,-0.032169390637685195,0.104978589086517,0.4793288541695718,1.0007307732418174
delta_MO,0.00831340731445703,0.004300633206879843,0.27199592629388847,-0.5798659440250076,-0.13154286000323018,0.010660685210931364,0.15762546566042618,0.5549043438419562,0.9994588988049417
delta_MS,0.043433854871203534,0.004509622250464253,0.2852135539688272,-0.5532305519391792,-0.10765686185909232,0.030356985299392118,0.1917155965054315,0.65511120604996,1.0004194875734997
delta_NC,0.17325112771567944,0.004043597779855822,0.2557395785188904,-0.26611335437001515,0.002277297002009196,0.14303361421820843,0.32276104665245053,0.7414006636150839,1.0046032570105015
delta_ND,-0.03500989029944746,0.004878524942071696,0.3085450087777512,-0.732469341133694,-0.18827533524160786,-0.015907092589783053,0.12729730971359943,0.5709157217135332,1.0001838993897914
delta_NE,0.06082341822608344,0.004483431962233359,0.28355713470110866,-0.48764309889494434,-0.09262341968352902,0.0366089262624352,0.20992002320759445,0.6783978571301681,0.9998371067674936
delta_NH,0.005531536900641758,0.004843230048213298,0.3063127636904227,-0.6595815299262214,-0.14305886573458534,0.010501054259504296,0.16594312882672585,0.639842893167145,0.9998202026390193
delta_NJ,0.03627925574067929,0.004518522873424074,0.28577647879177565,-0.5413776325775026,-0.11797916016105506,0.029605806827240233,0.18942765089909674,0.6691833428904215,0.9996998149052391
delta_NM,0.17312490326938831,0.004974886167314305,0.31463942777557435,-0.34823062563480256,-0.020711608346731483,0.1163893015376678,0.3352739033249934,0.9140540822780281,1.0058839534954425
delta_NV,-0.058272159174339484,0.004251705369541677,0.2689014581543918,-0.6474915735190773,-0.20438253181903285,-0.03826751205837749,0.08919318971803422,0.4716805078408393,0.9999140289247219
delta_NY,-0.05574640651955349,0.003890057642076855,0.24602884756613838,-0.5901703868387611,-0.18816422334868269,-0.036663814312196744,0.0854558821788908,0.42181005270855565,1.000021392012583
delta_OH,0.07499476155957581,0.003943943776390416,0.24943690594079052,-0.41433074637572126,-0.06704563605515428,0.0556828500439238,0.21268570239284967,0.6055083865672214,0.9999829844961827
delta_OK,-0.03731239382243045,0.004793686487068963,0.3031793537581844,-0.7135152020299066,-0.18248513025475355,-0.018377334614784246,0.12234288523871992,0.5576826423698876,1.0005546754969623
delta_OR,0.1359325105594721,0.004481820632378172,0.2834552252530242,-0.3782458287480745,-0.034499824833184534,0.09728545179172773,0.292647673560452,0.776018464418534,1.0031116980070611
delta_PA,0.11585787453934514,0.0040024084788004965,0.2531345383875863,-0.3442473565978226,-0.04415570631207352,0.08850526228045669,0.2576841639817161,0.684692322982376,1.0044613839185206
delta_RI,0.13204764638627997,0.00504905026318395,0.3193299770466776,-0.44829082410020327,-0.04784005176652137,0.08571670199237069,0.29194509513262923,0.8794416396128732,1.0027386126305973
delta_SC,-0.09530071138796262,0.0043432161979907605,0.27468911112375255,-0.7157238232677423,-0.24337357761759448,-0.06011085478412681,0.07090425225584886,0.414207632126943,1.0026783719602854
delta_SD,0.09042870878329921,0.0047109166932543965,0.2979445323598534,-0.4785654115184058,-0.07925860437451807,0.053854741913954625,0.2534167584326268,0.7589702432254846,1.0004000490503808
delta_TN,-0.031741544932020124,0.004409427555693013,0.27887668506997754,-0.6532094464978019,-0.1770089096466485,-0.01781304050501506,0.12202450278063162,0.519589993346697,0.9997020570873832
delta_TX,-0.1798539736373549,0.0036950487736790733,0.23369540380475798,-0.7159637272977887,-0.32380874006882177,-0.15032639926955094,-0.017033928280691255,0.21082855918020088,1.0070679922216448
delta_UT,0.04411851996357064,0.00418319466733351,0.26456846089288505,-0.4921112908968373,-0.10325385614284932,0.03422356924261319,0.18823091698933916,0.6031610513194253,0.9996170537478675
delta_VA,0.12774979387880206,0.0041940425179323075,0.2652545392050735,-0.3596005320296242,-0.04024764504749886,0.09558471270284888,0.27298122735854463,0.7159813176382596,1.0036604179031898
delta_WA,0.19544908143570935,0.012778874976159543,0.29211800798607446,-0.29832425618879466,-0.0019224268611325898,0.1438686492669301,0.3623457950755963,0.8707456024012757,1.008593210233035
delta_WI,-2.2787181536624925e-4,0.004017191453971529,0.2540694958302699,-0.5309025765395513,-0.1371277396384113,0.003137941991095832,0.1439767773176046,0.5128239005399836,0.999361809984431
delta_WV,-0.006025195258733248,0.005066917706862412,0.32046001340645197,-0.6947597625376616,-0.16995630079925114,-6.605086514491938e-4,0.17181287299208323,0.6348189042881368,0.999375974247752
