coefficient,mean,std. err.,std. dev.,2.5%,25%,50%,75%,97.5%,Rhat
delta_IA,-0.30815112858342564,0.003322097084144297,0.21010786788200045,-0.7227905597183609,-0.44446263793815977,-0.30624031277188957,-0.16577706701456318,0.08349277686908593,0.9997532530659181
delta_ID,-0.2731561719069938,0.004118839021421496,0.2604982524654197,-0.7933703130011514,-0.44038374514286177,-0.26734579695808536,-0.09325634218156523,0.2083646208714136,0.9995667844384315
delta_IL,-0.15635424203612022,0.003047193362764091,0.1927214299456449,-0.5395031762447259,-0.2827204013992509,-0.15335659833479814,-0.025984599736693256,0.21194514901302902,0.9999004199623995
delta_IN,-0.06582737221336919,0.003164829112749767,0.20016136802998202,-0.4678403537113184,-0.19936533176206822,-0.058646494935226556,0.07006068627400577,0.31929360310190164,0.9993123029399483
delta_KS,0.11538069688317122,0.003827885437064104,0.24209673206623378,-0.36354818122259547,-0.042351104341215966,0.11320438885335717,0.2748009957803489,0.5925423871367503,0.9996231722128337
delta_KY,0.13258988624677795,0.003672207794288044,0.23225081342746562,-0.329751099499494,-0.01562932654332167,0.13140364574296054,0.2847790215553736,0.5862877062767161,0.9992795438566897
delta_LA,-0.3648594969080361,0.0036208415622657765,0.2290021276672448,-0.8540724299983047,-0.507550137257913,-0.354071875039903,-0.20908846047945615,0.052483633656857966,0.9999320340347947
delta_MA,0.2671848149107185,0.003457589176020897,0.21867714018741755,-0.14645268054224644,0.12036728154068943,0.26394243445109977,0.41375427219194955,0.7134805688108578,1.000054924082279
delta_MD,-0.06409325226335866,0.0033615057609060355,0.2126002914448093,-0.4876571747918685,-0.2047703123344208,-0.06281639043268071,0.08095396657844571,0.3416342267971008,0.9992055795926642
delta_ME,-0.1590258806080815,0.004323050908470241,0.2734137462325212,-0.7195739704548366,-0.33649953622303336,-0.14817312434345065,0.02525144207726823,0.3490366398157145,0.9991923509744988
delta_MI,-0.6335361722143464,0.00318538133016057,0.20146120438968415,-1.0474903721807198,-0.7634246057758187,-0.6231881393813806,-0.493152585508674,-0.2682150567080709,0.9995879096610825
delta_MN,-0.37243508392011276,0.0037851476018418173,0.23939375403488589,-0.8622158240859319,-0.5259180984749038,-0.3645683950101255,-0.21591819658216807,0.08434752499415125,0.999839130536225
delta_MO,-0.06758616546498458,0.0032805807208345483,0.2074821425174834,-0.4774169169198002,-0.20587917315921933,-0.06422246325300848,0.0713092247401238,0.3358682766865377,0.9992466329784413
delta_MS,-0.3123420794821184,0.004109792056657981,0.2599260721741399,-0.855173077909697,-0.48237990090404465,-0.3000758069524463,-0.13342371978309467,0.17208618722066382,0.9994906864646922
delta_NC,0.2681573120293543,0.0023514150845028673,0.1487165478301272,-0.014030977106816084,0.16638175944776953,0.26625127001796345,0.36504288580229505,0.563992007737432,1.0002667561610152
delta_ND,-0.13041571325134227,0.004334473080409681,0.27413614781561507,-0.6958556657709059,-0.3026124759065664,-0.12278049087317186,0.04816429569829445,0.39216913106638074,1.0001790097226924
delta_NE,-0.12143363467981524,0.00366599911869725,0.2318581423050656,-0.5848800089656805,-0.2721734741598927,-0.11519088907331261,0.0310860146157973,0.32342702889722114,0.9993835728545162
delta_NH,0.14222285682532093,0.004399641839833983,0.2782577820569822,-0.3999267521709195,-0.04781626176725471,0.14199107133071237,0.32430924923971194,0.6979757317893038,0.9994125094373518
delta_NJ,0.11447172848185834,0.0037566653135156034,0.23759237595319666,-0.35222591308135803,-0.04582491593677993,0.11428393836929149,0.27618971041335855,0.5785398536056656,0.9992339943369588
delta_NM,0.3083700593783913,0.003964426234060835,0.2507323303071207,-0.17005252798669296,0.14334779258369923,0.30176778618868805,0.47210601176792333,0.8261703322495675,0.9994621896042719
delta_NV,-0.04135182054175255,0.0035419661953072362,0.22401361144983328,-0.4760426285155967,-0.1904922117528441,-0.045417340624418746,0.10663062264767206,0.404552275956661,0.9996549782204421
delta_NY,0.18406560143079495,0.002655165223707676,0.16792739341973523,-0.15235431950804626,0.07130809249140911,0.18433887129688498,0.3011521830885395,0.5101098192426383,0.9996043381827538
delta_OH,0.047561881180548056,0.002331843896998125,0.14747875724954293,-0.24222128426415268,-0.05136885882268081,0.04722408106663659,0.1502435524685258,0.3365389354201829,0.9996227382824933
delta_OK,-0.027832707531904338,0.0037642173268505504,0.23807000721436458,-0.48786998885936145,-0.18395598854677847,-0.02316833806375927,0.13209284902422092,0.42926028030000857,0.9994452382289173
delta_OR,-0.12716620304184303,0.0031495519784365527,0.19919515721898062,-0.5375094223467322,-0.2572889530855248,-0.12211417254246812,0.0068803202298385775,0.26498443485622664,0.9993333214099184
delta_PA,0.04603573027169798,0.0023684015018872405,0.14979086319454515,-0.2571411358698849,-0.049813343858396836,0.04729296753863011,0.14606651896414188,0.33708699117782426,0.9994887801260127
delta_RI,0.10414568037260676,0.004150092564339553,0.2624749000768374,-0.40787359324460076,-0.0704211487520165,0.10473714891004351,0.2807671947600089,0.6186070870035876,0.99938264276061894
delta_SC,-0.06277832047204934,0.0029902644778245398,0.18912093112439213,-0.43583449870546725,-0.18637830858392923,-0.0627601376304663,0.06656130329819615,0.2962041350248522,0.9998908684342017
delta_SD,0.15558712294875776,0.003973327981242089,0.2512953262320757,-0.3423552281518577,-0.00931845466156315,0.15545621647910932,0.3207620007554445,0.6442193412280073,0.999442741375498
delta_TN,3.97175345971151e-4,0.003067738925722683,0.19402084544083567,-0.3781585553732088,-0.1258450582216882,0.002281873639672428,0.1250814592158549,0.38133147587263466,0.9996069132965627
delta_TX,0.09753788208592869,0.0020732005376652408,0.13112071490615726,-0.16077263123250574,0.009157488923053464,0.0960182144510489,0.18517640029959825,0.35667300174370525,1.0006353816619862
delta_UT,0.14934328118354254,0.0034517706111860404,0.21830914183558736,-0.259383814916332,0.00435074955879766,0.14115148548413659,0.2972448271512043,0.588853612970608,1.0005574018316354
delta_VA,0.19870242696820656,0.002859486091267302,0.18084977971953575,-0.1624234359510572,0.08089573758890309,0.20076742448093232,0.3197094447660189,0.5508082286664938,0.9992430565914846
delta_WA,0.031302636186445604,0.002729445744895969,0.17262530607452328,-0.30739790308133724,-0.08247907968481052,0.03205183345823238,0.14995774659884675,0.369424694518485,1.0009952631005836
delta_WI,-0.4472912017949201,0.0031855144450084073,0.20146962331187518,-0.8632908059379595,-0.5774662317398171,-0.4385329757597129,-0.30903966745160605,-0.06540789356430604,0.9997053876503278
delta_WV,0.01218744147451256,0.004535195810664802,0.28683096793109053,-0.549511996081027,-0.1746300448213224,0.013528357591091163,0.20289685486853842,0.5649863122133681,0.9996279597713311
