GEO.id,GEO.id2,GEO.display-label,GC.target-geo-id,GC.target-geo-id2,GC.display-label,GC.display-label,rescen42010,resbase42010,respop72010,respop72011,respop72012,respop72013,respop72014,respop72015
Id,Id2,Geography,Target Geo Id,Target Geo Id2,Geography,Geography,"April 1, 2010 - Census","April 1, 2010 - Estimates Base",Population Estimate (as of July 1) - 2010,Population Estimate (as of July 1) - 2011,Population Estimate (as of July 1) - 2012,Population Estimate (as of July 1) - 2013,Population Estimate (as of July 1) - 2014,Population Estimate (as of July 1) - 2015
0100000US,,United States,310M200US38900,38900,"United States - In metropolitan statistical area - Portland-Vancouver-Hillsboro, OR-WA Metro Area","Portland-Vancouver-Hillsboro, OR-WA Metro Area",2226009,2226011,2232447,2260445,2288850,2314482,2348607,2389228
0100000US,,United States,310M200US38940,38940,"United States - In metropolitan statistical area - Port St. Lucie, FL Metro Area","Port St. Lucie, FL Metro Area",424107,424107,425243,428411,432438,437773,444495,454846
0100000US,,United States,310M200US39140,39140,"United States - In metropolitan statistical area - Prescott, AZ Metro Area","Prescott, AZ Metro Area",211033,211015,211122,211135,212468,215271,218852,222255
0100000US,,United States,310M200US39300,39300,"United States - In metropolitan statistical area - Providence-Warwick, RI-MA Metro Area","Providence-Warwick, RI-MA Metro Area",1600852,1601216,1602393,1601082,1603402,1605040,1609533,1613070
0100000US,,United States,310M200US39340,39340,"United States - In metropolitan statistical area - Provo-Orem, UT Metro Area","Provo-Orem, UT Metro Area",526810,526886,530270,540877,550421,562697,571990,585799
0100000US,,United States,310M200US39380,39380,"United States - In metropolitan statistical area - Pueblo, CO Metro Area","Pueblo, CO Metro Area",159063,159063,159520,160187,160816,161240,161759,163591
0100000US,,United States,310M200US39460,39460,"United States - In metropolitan statistical area - Punta Gorda, FL Metro Area","Punta Gorda, FL Metro Area",159978,159991,159947,159641,162831,164892,168437,173115
0100000US,,United States,310M200US39540,39540,"United States - In metropolitan statistical area - Racine, WI Metro Area","Racine, WI Metro Area",195408,195428,195443,194965,194639,194807,194986,195080
0100000US,,United States,310M200US39580,39580,"United States - In metropolitan statistical area - Raleigh, NC Metro Area","Raleigh, NC Metro Area",1130490,1130491,1137445,1163234,1188974,1214747,1243035,1273568
0100000US,,United States,310M200US39660,39660,"United States - In metropolitan statistical area - Rapid City, SD Metro Area","Rapid City, SD Metro Area",134598,134609,135064,136369,138804,141367,143625,144134
0100000US,,United States,310M200US39740,39740,"United States - In metropolitan statistical area - Reading, PA Metro Area","Reading, PA Metro Area",411442,411572,411984,412715,413516,413965,414360,415271
0100000US,,United States,310M200US39820,39820,"United States - In metropolitan statistical area - Redding, CA Metro Area","Redding, CA Metro Area",177223,177223,177317,177969,178421,179041,179747,179533
0100000US,,United States,310M200US39900,39900,"United States - In metropolitan statistical area - Reno, NV Metro Area","Reno, NV Metro Area",425417,425437,426130,428970,433087,437731,444062,450890
0100000US,,United States,310M200US40060,40060,"United States - In metropolitan statistical area - Richmond, VA Metro Area","Richmond, VA Metro Area",1208101,1208080,1210265,1219768,1233773,1246499,1259685,1271334
0100000US,,United States,310M200US40140,40140,"United States - In metropolitan statistical area - Riverside-San Bernardino-Ontario, CA Metro Area","Riverside-San Bernardino-Ontario, CA Metro Area",4224851,4224972,4243928,4301633,4347082,4387415,4438715,4489159
0100000US,,United States,310M200US40220,40220,"United States - In metropolitan statistical area - Roanoke, VA Metro Area","Roanoke, VA Metro Area",308707,308682,308659,309391,310880,312557,313691,314560
0100000US,,United States,310M200US40340,40340,"United States - In metropolitan statistical area - Rochester, MN Metro Area","Rochester, MN Metro Area",206877,206877,207173,208507,209580,211620,212672,213873
0100000US,,United States,310M200US40380,40380,"United States - In metropolitan statistical area - Rochester, NY Metro Area","Rochester, NY Metro Area",1079671,1079695,1080285,1082621,1083192,1084332,1083678,1081954
0100000US,,United States,310M200US40420,40420,"United States - In metropolitan statistical area - Rockford, IL Metro Area","Rockford, IL Metro Area",349431,349431,349224,347864,345809,344746,342367,340663
0100000US,,United States,310M200US40580,40580,"United States - In metropolitan statistical area - Rocky Mount, NC Metro Area","Rocky Mount, NC Metro Area",152392,152390,152447,151807,150990,149997,149147,148069
0100000US,,United States,310M200US40660,40660,"United States - In metropolitan statistical area - Rome, GA Metro Area","Rome, GA Metro Area",96317,96317,96415,96208,96034,96039,96061,96504
0100000US,,United States,310M200US40900,40900,"United States - In metropolitan statistical area - Sacramento--Roseville--Arden-Arcade, CA Metro Area","Sacramento--Roseville--Arden-Arcade, CA Metro Area",2149127,2149143,2154521,2175568,2195353,2217634,2244879,2274194
0100000US,,United States,310M200US40980,40980,"United States - In metropolitan statistical area - Saginaw, MI Metro Area","Saginaw, MI Metro Area",200169,200169,199916,198855,198329,196764,195142,193307
0100000US,,United States,310M200US41060,41060,"United States - In metropolitan statistical area - St. Cloud, MN Metro Area","St. Cloud, MN Metro Area",189093,189093,189219,190119,190564,191396,192579,194418
0100000US,,United States,310M200US41100,41100,"United States - In metropolitan statistical area - St. George, UT Metro Area","St. George, UT Metro Area",138115,138115,138424,141507,144597,147637,151876,155602
0100000US,,United States,310M200US41140,41140,"United States - In metropolitan statistical area - St. Joseph, MO-KS Metro Area","St. Joseph, MO-KS Metro Area",127329,127329,127235,127729,127957,127714,127377,126880
0100000US,,United States,310M200US41180,41180,"United States - In metropolitan statistical area - St. Louis, MO-IL Metro Area","St. Louis, MO-IL Metro Area",2787701,2787748,2790026,2793783,2797113,2800914,2806191,2811588
0100000US,,United States,310M200US41420,41420,"United States - In metropolitan statistical area - Salem, OR Metro Area","Salem, OR Metro Area",390738,390738,391534,393862,396231,398608,403821,410091
0100000US,,United States,310M200US41500,41500,"United States - In metropolitan statistical area - Salinas, CA Metro Area","Salinas, CA Metro Area",415057,415057,416413,421466,426441,429109,431293,433898
0100000US,,United States,310M200US41540,41540,"United States - In metropolitan statistical area - Salisbury, MD-DE Metro Area","Salisbury, MD-DE Metro Area",373802,373764,374783,378188,381532,385088,389811,395300
0100000US,,United States,310M200US41620,41620,"United States - In metropolitan statistical area - Salt Lake City, UT Metro Area","Salt Lake City, UT Metro Area",1087873,1087799,1091699,1107958,1124609,1141905,1154513,1170266
0100000US,,United States,310M200US41660,41660,"United States - In metropolitan statistical area - San Angelo, TX Metro Area","San Angelo, TX Metro Area",111823,111823,112285,113442,115067,116563,118449,119659
0100000US,,United States,310M200US41700,41700,"United States - In metropolitan statistical area - San Antonio-New Braunfels, TX Metro Area","San Antonio-New Braunfels, TX Metro Area",2142508,2142518,2153215,2194579,2238578,2283485,2332790,2384075
0100000US,,United States,310M200US41740,41740,"United States - In metropolitan statistical area - San Diego-Carlsbad, CA Metro Area","San Diego-Carlsbad, CA Metro Area",3095313,3095308,3104386,3142256,3184358,3223645,3265700,3299521
0100000US,,United States,310M200US41860,41860,"United States - In metropolitan statistical area - San Francisco-Oakland-Hayward, CA Metro Area","San Francisco-Oakland-Hayward, CA Metro Area",4335391,4335560,4345364,4400757,4462425,4529180,4595980,4656132
0100000US,,United States,310M200US41940,41940,"United States - In metropolitan statistical area - San Jose-Sunnyvale-Santa Clara, CA Metro Area","San Jose-Sunnyvale-Santa Clara, CA Metro Area",1836911,1836941,1842401,1870402,1898203,1928745,1954348,1976836
0100000US,,United States,310M200US42020,42020,"United States - In metropolitan statistical area - San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area","San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area",269637,269593,269905,271208,274552,276308,279116,281401
0100000US,,United States,310M200US42100,42100,"United States - In metropolitan statistical area - Santa Cruz-Watsonville, CA Metro Area","Santa Cruz-Watsonville, CA Metro Area",262382,262362,263266,264971,266597,269277,271401,274146
0100000US,,United States,310M200US42140,42140,"United States - In metropolitan statistical area - Santa Fe, NM Metro Area","Santa Fe, NM Metro Area",144170,144171,144462,145395,146326,147154,147977,148686
0100000US,,United States,310M200US42200,42200,"United States - In metropolitan statistical area - Santa Maria-Santa Barbara, CA Metro Area","Santa Maria-Santa Barbara, CA Metro Area",423895,423939,424379,426131,430873,436248,441228,444769
0100000US,,United States,310M200US42220,42220,"United States - In metropolitan statistical area - Santa Rosa, CA Metro Area","Santa Rosa, CA Metro Area",483878,483880,484791,487778,490746,495046,499674,502146
0100000US,,United States,310M200US42340,42340,"United States - In metropolitan statistical area - Savannah, GA Metro Area","Savannah, GA Metro Area",347611,347621,348751,355819,362203,365776,372357,379199
0100000US,,United States,310M200US42540,42540,"United States - In metropolitan statistical area - Scranton--Wilkes-Barre--Hazleton, PA Metro Area","Scranton--Wilkes-Barre--Hazleton, PA Metro Area",563631,563630,563743,564030,564328,561939,560041,558166
0100000US,,United States,310M200US42660,42660,"United States - In metropolitan statistical area - Seattle-Tacoma-Bellevue, WA Metro Area","Seattle-Tacoma-Bellevue, WA Metro Area",3439809,3439815,3448636,3498362,3554031,3612962,3672866,3733580
0100000US,,United States,310M200US42680,42680,"United States - In metropolitan statistical area - Sebastian-Vero Beach, FL Metro Area","Sebastian-Vero Beach, FL Metro Area",138028,138028,138233,138979,140640,142021,144772,147919
0100000US,,United States,310M200US42700,42700,"United States - In metropolitan statistical area - Sebring, FL Metro Area","Sebring, FL Metro Area",98786,98786,98665,98284,97998,97762,98104,99491
0100000US,,United States,310M200US43100,43100,"United States - In metropolitan statistical area - Sheboygan, WI Metro Area","Sheboygan, WI Metro Area",115507,115507,115474,115372,115010,114915,115262,115569
0100000US,,United States,310M200US43300,43300,"United States - In metropolitan statistical area - Sherman-Denison, TX Metro Area","Sherman-Denison, TX Metro Area",120877,120873,121042,121249,121601,122165,123419,125467
0100000US,,United States,310M200US43340,43340,"United States - In metropolitan statistical area - Shreveport-Bossier City, LA Metro Area","Shreveport-Bossier City, LA Metro Area",439811,439811,441193,445044,448373,446754,444758,443708
0100000US,,United States,310M200US43420,43420,"United States - In metropolitan statistical area - Sierra Vista-Douglas, AZ Metro Area","Sierra Vista-Douglas, AZ Metro Area",131346,131357,131809,132996,131888,129605,127321,126427
0100000US,,United States,310M200US43580,43580,"United States - In metropolitan statistical area - Sioux City, IA-NE-SD Metro Area","Sioux City, IA-NE-SD Metro Area",168563,168563,168832,168951,168821,168746,168857,169069
0100000US,,United States,310M200US43620,43620,"United States - In metropolitan statistical area - Sioux Falls, SD Metro Area","Sioux Falls, SD Metro Area",228261,228264,229203,232714,237701,243326,248062,251854
0100000US,,United States,310M200US43780,43780,"United States - In metropolitan statistical area - South Bend-Mishawaka, IN-MI Metro Area","South Bend-Mishawaka, IN-MI Metro Area",319224,319215,318985,319157,318560,318719,319454,320098
0100000US,,United States,310M200US43900,43900,"United States - In metropolitan statistical area - Spartanburg, SC Metro Area","Spartanburg, SC Metro Area",313268,313268,313682,314784,316696,318784,321483,325079
0100000US,,United States,310M200US44060,44060,"United States - In metropolitan statistical area - Spokane-Spokane Valley, WA Metro Area","Spokane-Spokane Valley, WA Metro Area",527753,527753,528577,529908,532432,535666,540915,547824
0100000US,,United States,310M200US44100,44100,"United States - In metropolitan statistical area - Springfield, IL Metro Area","Springfield, IL Metro Area",210170,210170,210504,211656,212019,211633,211669,211156
0100000US,,United States,310M200US44140,44140,"United States - In metropolitan statistical area - Springfield, MA Metro Area","Springfield, MA Metro Area",621570,621705,623424,625994,626975,628380,630672,631982
0100000US,,United States,310M200US44180,44180,"United States - In metropolitan statistical area - Springfield, MO Metro Area","Springfield, MO Metro Area",436712,436713,437409,440348,444643,448718,452188,456456
0100000US,,United States,310M200US44220,44220,"United States - In metropolitan statistical area - Springfield, OH Metro Area","Springfield, OH Metro Area",138333,138333,138246,137760,137193,136740,136482,135959
0100000US,,United States,310M200US44300,44300,"United States - In metropolitan statistical area - State College, PA Metro Area","State College, PA Metro Area",153990,153981,154253,154976,155839,158213,159506,160580
0100000US,,United States,310M200US44420,44420,"United States - In metropolitan statistical area - Staunton-Waynesboro, VA Metro Area","Staunton-Waynesboro, VA Metro Area",118502,118502,118349,118905,118669,119410,119772,120221
0100000US,,United States,310M200US44700,44700,"United States - In metropolitan statistical area - Stockton-Lodi, CA Metro Area","Stockton-Lodi, CA Metro Area",685306,685308,687442,695432,701464,704654,715114,726106
0100000US,,United States,310M200US44940,44940,"United States - In metropolitan statistical area - Sumter, SC Metro Area","Sumter, SC Metro Area",107456,107463,107571,107355,108075,108035,107940,107480
0100000US,,United States,310M200US45060,45060,"United States - In metropolitan statistical area - Syracuse, NY Metro Area","Syracuse, NY Metro Area",662577,662589,663029,662819,661539,662999,661751,660458
0100000US,,United States,310M200US45220,45220,"United States - In metropolitan statistical area - Tallahassee, FL Metro Area","Tallahassee, FL Metro Area",367413,368770,369416,371067,375409,373409,375645,377924
0100000US,,United States,310M200US45300,45300,"United States - In metropolitan statistical area - Tampa-St. Petersburg-Clearwater, FL Metro Area","Tampa-St. Petersburg-Clearwater, FL Metro Area",2783243,2783514,2788715,2828490,2847270,2873489,2917813,2975225
0100000US,,United States,310M200US45460,45460,"United States - In metropolitan statistical area - Terre Haute, IN Metro Area","Terre Haute, IN Metro Area",172425,172422,172300,172548,172586,172091,171381,171019
0100000US,,United States,310M200US45500,45500,"United States - In metropolitan statistical area - Texarkana, TX-AR Metro Area","Texarkana, TX-AR Metro Area",149198,149195,149352,149385,149553,149564,149366,149769
0100000US,,United States,310M200US45540,45540,"United States - In metropolitan statistical area - The Villages, FL Metro Area","The Villages, FL Metro Area",93420,93420,94279,98581,102781,108253,114000,118891
0100000US,,United States,310M200US45780,45780,"United States - In metropolitan statistical area - Toledo, OH Metro Area","Toledo, OH Metro Area",610001,610001,610131,609380,608234,607801,606781,605956
0100000US,,United States,310M200US45820,45820,"United States - In metropolitan statistical area - Topeka, KS Metro Area","Topeka, KS Metro Area",233870,233868,234279,234746,234513,233986,233798,233791
0100000US,,United States,310M200US45940,45940,"United States - In metropolitan statistical area - Trenton, NJ Metro Area","Trenton, NJ Metro Area",366513,367508,367959,367908,369171,370984,371601,371398
0100000US,,United States,310M200US46060,46060,"United States - In metropolitan statistical area - Tucson, AZ Metro Area","Tucson, AZ Metro Area",980263,980263,981870,988024,992973,997418,1004244,1010025
0100000US,,United States,310M200US46140,46140,"United States - In metropolitan statistical area - Tulsa, OK Metro Area","Tulsa, OK Metro Area",937478,937528,939978,946118,953210,962944,970107,981005
0100000US,,United States,310M200US46220,46220,"United States - In metropolitan statistical area - Tuscaloosa, AL Metro Area","Tuscaloosa, AL Metro Area",230162,230159,230428,231361,233299,235296,237989,239908
0100000US,,United States,310M200US46340,46340,"United States - In metropolitan statistical area - Tyler, TX Metro Area","Tyler, TX Metro Area",209714,209721,210470,212832,215088,216854,220050,222936
0100000US,,United States,310M200US46520,46520,"United States - In metropolitan statistical area - Urban Honolulu, HI Metro Area","Urban Honolulu, HI Metro Area",953207,953207,956377,966581,976711,986802,992082,998714
0100000US,,United States,310M200US46540,46540,"United States - In metropolitan statistical area - Utica-Rome, NY Metro Area","Utica-Rome, NY Metro Area",299397,299376,299281,298890,298543,297941,296987,295600
0100000US,,United States,310M200US46660,46660,"United States - In metropolitan statistical area - Valdosta, GA Metro Area","Valdosta, GA Metro Area",139588,139665,140082,142469,144726,142959,143428,142875
0100000US,,United States,310M200US46700,46700,"United States - In metropolitan statistical area - Vallejo-Fairfield, CA Metro Area","Vallejo-Fairfield, CA Metro Area",413344,413344,414062,416754,420360,424770,430791,436092
0100000US,,United States,310M200US47020,47020,"United States - In metropolitan statistical area - Victoria, TX Metro Area","Victoria, TX Metro Area",94003,94003,94083,94676,96629,97602,98724,99913
0100000US,,United States,310M200US47220,47220,"United States - In metropolitan statistical area - Vineland-Bridgeton, NJ Metro Area","Vineland-Bridgeton, NJ Metro Area",156898,156898,157155,157570,157677,156977,157099,155854
0100000US,,United States,310M200US47260,47260,"United States - In metropolitan statistical area - Virginia Beach-Norfolk-Newport News, VA-NC Metro Area","Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",1676822,1676817,1679972,1686832,1698144,1706680,1717853,1724876
0100000US,,United States,310M200US47300,47300,"United States - In metropolitan statistical area - Visalia-Porterville, CA Metro Area","Visalia-Porterville, CA Metro Area",442179,442182,443081,447615,451218,454208,457260,459863
0100000US,,United States,310M200US47380,47380,"United States - In metropolitan statistical area - Waco, TX Metro Area","Waco, TX Metro Area",252772,252772,253821,255696,257021,258784,260264,262813
0100000US,,United States,310M200US47460,47460,"United States - In metropolitan statistical area - Walla Walla, WA Metro Area","Walla Walla, WA Metro Area",62859,62859,63031,63528,63429,63593,63745,64282
0100000US,,United States,310M200US47580,47580,"United States - In metropolitan statistical area - Warner Robins, GA Metro Area","Warner Robins, GA Metro Area",179605,179605,180420,183634,185460,186454,187534,188149
0100000US,,United States,310M200US47900,47900,"United States - In metropolitan statistical area - Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area","Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",5636232,5636406,5666536,5778317,5872677,5964439,6033891,6097684
0100000US,,United States,310M200US47940,47940,"United States - In metropolitan statistical area - Waterloo-Cedar Falls, IA Metro Area","Waterloo-Cedar Falls, IA Metro Area",167819,167819,167919,168286,168624,169590,170096,170612
0100000US,,United States,310M200US48060,48060,"United States - In metropolitan statistical area - Watertown-Fort Drum, NY Metro Area","Watertown-Fort Drum, NY Metro Area",116229,116232,116570,118172,120772,119192,118964,117635
0100000US,,United States,310M200US48140,48140,"United States - In metropolitan statistical area - Wausau, WI Metro Area","Wausau, WI Metro Area",134063,134063,134069,134500,134630,135266,135619,135868
0100000US,,United States,310M200US48260,48260,"United States - In metropolitan statistical area - Weirton-Steubenville, WV-OH Metro Area","Weirton-Steubenville, WV-OH Metro Area",124454,124455,124280,123339,122491,121940,121313,120512
0100000US,,United States,310M200US48300,48300,"United States - In metropolitan statistical area - Wenatchee, WA Metro Area","Wenatchee, WA Metro Area",110884,110887,111294,112140,113049,113541,114420,116178
0100000US,,United States,310M200US48540,48540,"United States - In metropolitan statistical area - Wheeling, WV-OH Metro Area","Wheeling, WV-OH Metro Area",147950,147949,147854,147098,146380,145798,144909,144198
0100000US,,United States,310M200US48620,48620,"United States - In metropolitan statistical area - Wichita, KS Metro Area","Wichita, KS Metro Area",630919,630919,631907,633367,636319,638643,641480,644610
0100000US,,United States,310M200US48660,48660,"United States - In metropolitan statistical area - Wichita Falls, TX Metro Area","Wichita Falls, TX Metro Area",151306,151476,151649,150378,151085,151686,152144,150780
0100000US,,United States,310M200US48700,48700,"United States - In metropolitan statistical area - Williamsport, PA Metro Area","Williamsport, PA Metro Area",116111,116108,116204,116697,117314,116717,116503,116048
0100000US,,United States,310M200US48900,48900,"United States - In metropolitan statistical area - Wilmington, NC Metro Area","Wilmington, NC Metro Area",254884,254884,255648,259262,263091,268292,272671,277969
0100000US,,United States,310M200US49020,49020,"United States - In metropolitan statistical area - Winchester, VA-WV Metro Area","Winchester, VA-WV Metro Area",128472,128473,128694,130014,130981,132127,133291,133836
0100000US,,United States,310M200US49180,49180,"United States - In metropolitan statistical area - Winston-Salem, NC Metro Area","Winston-Salem, NC Metro Area",640595,640577,641399,644697,647636,651290,655195,659330
0100000US,,United States,310M200US49340,49340,"United States - In metropolitan statistical area - Worcester, MA-CT Metro Area","Worcester, MA-CT Metro Area",916980,916976,918934,922298,924255,928132,931802,935536
0100000US,,United States,310M200US49420,49420,"United States - In metropolitan statistical area - Yakima, WA Metro Area","Yakima, WA Metro Area",243231,243231,244313,246326,246844,247342,247698,248830
0100000US,,United States,310M200US49620,49620,"United States - In metropolitan statistical area - York-Hanover, PA Metro Area","York-Hanover, PA Metro Area",434972,434998,435539,436902,437833,439521,441177,442867
0100000US,,United States,310M200US49660,49660,"United States - In metropolitan statistical area - Youngstown-Warren-Boardman, OH-PA Metro Area","Youngstown-Warren-Boardman, OH-PA Metro Area",565773,565804,564878,562514,559062,556246,553510,549885
0100000US,,United States,310M200US49700,49700,"United States - In metropolitan statistical area - Yuba City, CA Metro Area","Yuba City, CA Metro Area",166892,166892,167159,167229,167425,168324,169487,170955
0100000US,,United States,310M200US49740,49740,"United States - In metropolitan statistical area - Yuma, AZ Metro Area","Yuma, AZ Metro Area",195751,195750,197069,202628,202375,202173,203483,204275
0100000US,,United States,0400000US72,72,Puerto Rico,Puerto Rico,3725789,3726157,3721526,3678736,3634487,3593079,3534888,3474182
0100000US,,United States,04000C0US72,72,Puerto Rico - In metropolitan statistical area,In metropolitan statistical area,3567524,3567892,3563235,3521532,3478556,3438118,3381761,3323005
0100000US,,United States,310M200US10380,10380,"Puerto Rico - In metropolitan statistical area - Aguadilla-Isabela, PR Metro Area","Aguadilla-Isabela, PR Metro Area",339441,339465,338928,335076,330733,326653,321462,315685
0100000US,,United States,310M200US11640,11640,"Puerto Rico - In metropolitan statistical area - Arecibo, PR Metro Area","Arecibo, PR Metro Area",199471,199471,199269,197335,195454,193993,191138,188295
0100000US,,United States,310M200US25020,25020,"Puerto Rico - In metropolitan statistical area - Guayama, PR Metro Area","Guayama, PR Metro Area",84214,84214,84095,82842,82067,81489,80310,79086
0100000US,,United States,310M200US32420,32420,"Puerto Rico - In metropolitan statistical area - Mayagüez, PR Metro Area","Mayagüez, PR Metro Area",106330,106330,106043,104215,102312,100533,98266,95988
0100000US,,United States,310M200US38660,38660,"Puerto Rico - In metropolitan statistical area - Ponce, PR Metro Area","Ponce, PR Metro Area",350480,350480,349503,343566,337366,331632,324707,317185
0100000US,,United States,310M200US41900,41900,"Puerto Rico - In metropolitan statistical area - San Germán, PR Metro Area","San Germán, PR Metro Area",137462,137626,137547,136333,135107,133864,132140,130228
0100000US,,United States,310M200US41980,41980,"Puerto Rico - In metropolitan statistical area - San Juan-Carolina-Caguas, PR Metro Area","San Juan-Carolina-Caguas, PR Metro Area",2350126,2350306,2347850,2322165,2295517,2269954,2233738,2196538
